,composer,measure,starttime,stoptime,duration,instrument,line,note,year,year_stop,year_x,,10,1,
2451,Stravinsky,44,2.5,3,0.5,c_fag,bass,,442.5,443,443.75,,,,
2452,Stravinsky,44,3,4,1,c_fag,bass,,443,444,445,,,,
2453,Stravinsky,42,1,2,1,chorus,soprano,,421,422,420,,,,
2454,Stravinsky,42,2,3,1,chorus,soprano,,422,423,422.5,,,,
2455,Stravinsky,42,3,4,1,chorus,soprano,,423,424,425,,,,
2456,Stravinsky,43,4,5,1,chorus,soprano,,434,435,437.5,,,,
2457,Stravinsky,44,1,2,1,chorus,soprano,,441,442,440,,,,
2458,Stravinsky,44,2,3,1,chorus,soprano,,442,443,442.5,,,,
2459,Stravinsky,44,3,4,1,chorus,soprano,,443,444,445,,,,
2460,Stravinsky,44,4,4.5,0.5,chorus,soprano,,444,444.5,447.5,,,,
2461,Stravinsky,44,4.5,5,0.5,chorus,soprano,,444.5,445,448.75,,,,
2462,Stravinsky,42,1,2,1,chorus,soprano,,421,422,420,,,,
2463,Stravinsky,42,2,3,1,chorus,soprano,,422,423,422.5,,,,
2464,Stravinsky,42,3,4,1,chorus,soprano,,423,424,425,,,,
2465,Stravinsky,43,4,5,1,chorus,soprano,,434,435,437.5,,,,
2466,Stravinsky,44,1,2,1,chorus,soprano,,441,442,440,,,,
2467,Stravinsky,44,2,3,1,chorus,soprano,,442,443,442.5,,,,
2468,Stravinsky,44,3,4,1,chorus,soprano,,443,444,445,,,,
2469,Stravinsky,44,4,4.5,0.5,chorus,soprano,,444,444.5,447.5,,,,
2470,Stravinsky,44,4.5,5,0.5,chorus,soprano,,444.5,445,448.75,,,,
2471,Stravinsky,42,4,5,1,chorus,bass,,424,425,427.5,,,,
2472,Stravinsky,43,1,2,1,chorus,bass,,431,432,430,,,,
2473,Stravinsky,43,2,3,1,chorus,bass,,432,433,432.5,,,,
2474,Stravinsky,43,3,4,1,chorus,bass,,433,434,435,,,,
2475,Stravinsky,43,4,4.5,0.5,chorus,bass,,434,434.5,437.5,,,,
2476,Stravinsky,43,4.5,5,0.5,chorus,bass,,434.5,435,438.75,,,,
2477,Stravinsky,44,1,2.5,1.5,chorus,bass,,441,442.5,440,,,,
2478,Stravinsky,44,2.5,3,0.5,chorus,bass,,442.5,443,443.75,,,,
2479,Stravinsky,44,3,4,1,chorus,bass,,443,444,445,,,,
2480,Stravinsky,42,4,5,1,chorus,bass,,424,425,427.5,,,,
2481,Stravinsky,43,1,2,1,chorus,bass,,431,432,430,,,,
2482,Stravinsky,43,2,3,1,chorus,bass,,432,433,432.5,,,,
2483,Stravinsky,43,3,4,1,chorus,bass,,433,434,435,,,,
2484,Stravinsky,43,4,4.5,0.5,chorus,bass,,434,434.5,437.5,,,,
2485,Stravinsky,43,4.5,5,0.5,chorus,bass,,434.5,435,438.75,,,,
2486,Stravinsky,44,1,2.5,1.5,chorus,bass,,441,442.5,440,,,,
2487,Stravinsky,44,2.5,3,0.5,chorus,bass,,442.5,443,443.75,,,,
2488,Stravinsky,44,3,4,1,chorus,bass,,443,444,445,,,,
2489,Stravinsky,42,1.5,2.25,0.75,trombe,soprano,,421.5,422.25,421.25,,,,
2490,Stravinsky,42,2.25,2.5,0.25,trombe,soprano,,422.25,422.5,423.125,,,,
2491,Stravinsky,42,2.5,3,0.5,trombe,soprano,,422.5,423,423.75,,,,
2492,Stravinsky,42,3,3.5,0.5,trombe,soprano,,423,423.5,425,,,,
2493,Stravinsky,42,3.5,4.25,0.75,trombe,soprano,,423.5,424.25,426.25,,,,
2494,Stravinsky,43,4.5,5.5,1,trombe,soprano,,434.5,435.5,438.75,,,,
2495,Stravinsky,44,1.5,1.75,0.25,trombe,soprano,,441.5,441.75,441.25,,,,
2496,Stravinsky,44,1.75,2,0.25,trombe,soprano,,441.75,442,441.875,,,,
2497,Stravinsky,44,2,2.25,0.25,trombe,soprano,,442,442.25,442.5,,,,
2498,Stravinsky,44,2.25,2.5,0.25,trombe,soprano,,442.25,442.5,443.125,,,,
2499,Stravinsky,44,2.5,2.75,0.25,trombe,soprano,,442.5,442.75,443.75,,,,
2500,Stravinsky,44,2.75,3,0.25,trombe,soprano,,442.75,443,444.375,,,,
2501,Stravinsky,44,3,3.5,0.5,trombe,soprano,,443,443.5,445,,,,
2502,Stravinsky,44,3.5,4.5,1,trombe,soprano,,443.5,444.5,446.25,,,,
2503,Stravinsky,44,4.5,4.75,0.25,trombe,soprano,,444.5,444.75,448.75,,,,
2504,Stravinsky,44,4.75,5,0.25,trombe,soprano,,444.75,445,449.375,,,,
2505,Stravinsky,42,4,5,1,harp,bass,,424,425,427.5,,,,
2506,Stravinsky,43,1,2,1,harp,bass,,431,432,430,,,,
2507,Stravinsky,43,2,3,1,harp,bass,,432,433,432.5,,,,
2508,Stravinsky,43,3,4,1,harp,bass,,433,434,435,,,,
2509,Stravinsky,43,4,4.5,0.5,harp,bass,,434,434.5,437.5,,,,
2510,Stravinsky,43,4.5,5,0.5,harp,bass,,434.5,435,438.75,,,,
2511,Stravinsky,44,1,2.5,1.5,harp,bass,,441,442.5,440,,,,
2512,Stravinsky,44,2.5,3,0.5,harp,bass,,442.5,443,443.75,,,,
2513,Stravinsky,44,3,4,1,harp,bass,,443,444,445,,,,
2514,Stravinsky,42,1,1.25,0.25,viole,middle,,421,421.25,420,,,,
2515,Stravinsky,42,1.25,1.5,0.25,viole,middle,,421.25,421.5,420.625,,,,
2516,Stravinsky,42,1.5,1.75,0.25,viole,middle,,421.5,421.75,421.25,,,,
2517,Stravinsky,42,1.75,2,0.25,viole,middle,,421.75,422,421.875,,,,
2518,Stravinsky,42,2,2.25,0.25,viole,middle,,422,422.25,422.5,,,,
2519,Stravinsky,42,2.25,2.5,0.25,viole,middle,,422.25,422.5,423.125,,,,
2520,Stravinsky,42,2.5,2.75,0.25,viole,middle,,422.5,422.75,423.75,,,,
2521,Stravinsky,42,2.75,3,0.25,viole,middle,,422.75,423,424.375,,,,
2522,Stravinsky,42,3,3.25,0.25,viole,middle,,423,423.25,425,,,,
2523,Stravinsky,42,3.25,3.5,0.25,viole,middle,,423.25,423.5,425.625,,,,
2524,Stravinsky,42,3.5,3.75,0.25,viole,middle,,423.5,423.75,426.25,,,,
2525,Stravinsky,42,3.75,4,0.25,viole,middle,,423.75,424,426.875,,,,
2526,Stravinsky,42,4,4.25,0.25,viole,middle,,424,424.25,427.5,,,,
2527,Stravinsky,42,4.25,4.5,0.25,viole,middle,,424.25,424.5,428.125,,,,
2528,Stravinsky,42,4.5,4.75,0.25,viole,middle,,424.5,424.75,428.75,,,,
2529,Stravinsky,42,4.75,5,0.25,viole,middle,,424.75,425,429.375,,,,
2530,Stravinsky,43,1,1.25,0.25,viole,middle,,431,431.25,430,,,,
2531,Stravinsky,43,1.25,1.5,0.25,viole,middle,,431.25,431.5,430.625,,,,
2532,Stravinsky,43,1.5,1.75,0.25,viole,middle,,431.5,431.75,431.25,,,,
2533,Stravinsky,43,1.75,2,0.25,viole,middle,,431.75,432,431.875,,,,
2534,Stravinsky,43,2,2.25,0.25,viole,middle,,432,432.25,432.5,,,,
2535,Stravinsky,43,2.25,2.5,0.25,viole,middle,,432.25,432.5,433.125,,,,
2536,Stravinsky,43,2.5,2.75,0.25,viole,middle,,432.5,432.75,433.75,,,,
2537,Stravinsky,43,2.75,3,0.25,viole,middle,,432.75,433,434.375,,,,
2538,Stravinsky,43,3,3.25,0.25,viole,middle,,433,433.25,435,,,,
2539,Stravinsky,43,3.25,3.5,0.25,viole,middle,,433.25,433.5,435.625,,,,
2540,Stravinsky,43,3.5,3.75,0.25,viole,middle,,433.5,433.75,436.25,,,,
2541,Stravinsky,43,3.75,4,0.25,viole,middle,,433.75,434,436.875,,,,
2542,Stravinsky,43,4,4.25,0.25,viole,middle,,434,434.25,437.5,,,,
2543,Stravinsky,43,4.25,4.5,0.25,viole,middle,,434.25,434.5,438.125,,,,
2544,Stravinsky,43,4.5,4.75,0.25,viole,middle,,434.5,434.75,438.75,,,,
2545,Stravinsky,43,4.75,5,0.25,viole,middle,,434.75,435,439.375,,,,
2546,Stravinsky,44,1,1.25,0.25,viole,middle,,441,441.25,440,,,,
2547,Stravinsky,44,1.25,1.5,0.25,viole,middle,,441.25,441.5,440.625,,,,
2548,Stravinsky,44,1.5,1.75,0.25,viole,middle,,441.5,441.75,441.25,,,,
2549,Stravinsky,44,1.75,2,0.25,viole,middle,,441.75,442,441.875,,,,
2550,Stravinsky,44,2,2.25,0.25,viole,middle,,442,442.25,442.5,,,,
2551,Stravinsky,44,2.25,2.5,0.25,viole,middle,,442.25,442.5,443.125,,,,
2552,Stravinsky,44,2.5,2.75,0.25,viole,middle,,442.5,442.75,443.75,,,,
2553,Stravinsky,44,2.75,3,0.25,viole,middle,,442.75,443,444.375,,,,
2554,Stravinsky,44,3,3.25,0.25,viole,middle,,443,443.25,445,,,,
2555,Stravinsky,44,3.25,3.5,0.25,viole,middle,,443.25,443.5,445.625,,,,
2556,Stravinsky,44,3.5,3.75,0.25,viole,middle,,443.5,443.75,446.25,,,,
2557,Stravinsky,44,3.75,4,0.25,viole,middle,,443.75,444,446.875,,,,
2558,Stravinsky,44,4,4.25,0.25,viole,middle,,444,444.25,447.5,,,,
2559,Stravinsky,44,4.25,4.5,0.25,viole,middle,,444.25,444.5,448.125,,,,
2560,Stravinsky,44,4.5,4.75,0.25,viole,middle,,444.5,444.75,448.75,,,,
2561,Stravinsky,44,4.75,5,0.25,viole,middle,,444.75,445,449.375,,,,
2562,Stravinsky,42,1,1.25,0.25,viole,decoration,,421,421.25,420,,,,
2563,Stravinsky,42,1.25,1.5,0.25,viole,decoration,,421.25,421.5,420.625,,,,
2564,Stravinsky,42,1.5,1.75,0.25,viole,decoration,,421.5,421.75,421.25,,,,
2565,Stravinsky,42,1.75,2,0.25,viole,decoration,,421.75,422,421.875,,,,
2566,Stravinsky,42,2,2.25,0.25,viole,decoration,,422,422.25,422.5,,,,
2567,Stravinsky,42,2.25,2.5,0.25,viole,decoration,,422.25,422.5,423.125,,,,
2568,Stravinsky,42,2.5,2.75,0.25,viole,decoration,,422.5,422.75,423.75,,,,
2569,Stravinsky,42,2.75,3,0.25,viole,decoration,,422.75,423,424.375,,,,
2570,Stravinsky,42,3,3.25,0.25,viole,decoration,,423,423.25,425,,,,
2571,Stravinsky,42,3.25,3.5,0.25,viole,decoration,,423.25,423.5,425.625,,,,
2572,Stravinsky,42,3.5,3.75,0.25,viole,decoration,,423.5,423.75,426.25,,,,
2573,Stravinsky,42,3.75,4,0.25,viole,decoration,,423.75,424,426.875,,,,
2574,Stravinsky,42,4,4.25,0.25,viole,decoration,,424,424.25,427.5,,,,
2575,Stravinsky,42,4.25,4.5,0.25,viole,decoration,,424.25,424.5,428.125,,,,
2576,Stravinsky,42,4.5,4.75,0.25,viole,decoration,,424.5,424.75,428.75,,,,
2577,Stravinsky,42,4.75,5,0.25,viole,decoration,,424.75,425,429.375,,,,
2578,Stravinsky,43,1,1.25,0.25,viole,decoration,,431,431.25,430,,,,
2579,Stravinsky,43,1.25,1.5,0.25,viole,decoration,,431.25,431.5,430.625,,,,
2580,Stravinsky,43,1.5,1.75,0.25,viole,decoration,,431.5,431.75,431.25,,,,
2581,Stravinsky,43,1.75,2,0.25,viole,decoration,,431.75,432,431.875,,,,
2582,Stravinsky,43,2,2.25,0.25,viole,decoration,,432,432.25,432.5,,,,
2583,Stravinsky,43,2.25,2.5,0.25,viole,decoration,,432.25,432.5,433.125,,,,
2584,Stravinsky,43,2.5,2.75,0.25,viole,decoration,,432.5,432.75,433.75,,,,
2585,Stravinsky,43,2.75,3,0.25,viole,decoration,,432.75,433,434.375,,,,
2586,Stravinsky,43,3,3.25,0.25,viole,middle,,433,433.25,435,,,,
2587,Stravinsky,43,3.25,3.5,0.25,viole,middle,,433.25,433.5,435.625,,,,
2588,Stravinsky,43,3.5,3.75,0.25,viole,middle,,433.5,433.75,436.25,,,,
2589,Stravinsky,43,3.75,4,0.25,viole,middle,,433.75,434,436.875,,,,
2590,Stravinsky,43,4,4.25,0.25,viole,middle,,434,434.25,437.5,,,,
2591,Stravinsky,43,4.25,4.5,0.25,viole,middle,,434.25,434.5,438.125,,,,
2592,Stravinsky,43,4.5,4.75,0.25,viole,middle,,434.5,434.75,438.75,,,,
2593,Stravinsky,43,4.75,5,0.25,viole,middle,,434.75,435,439.375,,,,
2594,Stravinsky,44,1,1.25,0.25,viole,middle,,441,441.25,440,,,,
2595,Stravinsky,44,1.25,1.5,0.25,viole,middle,,441.25,441.5,440.625,,,,
2596,Stravinsky,44,1.5,1.75,0.25,viole,middle,,441.5,441.75,441.25,,,,
2597,Stravinsky,44,1.75,2,0.25,viole,middle,,441.75,442,441.875,,,,
2598,Stravinsky,44,2,2.25,0.25,viole,middle,,442,442.25,442.5,,,,
2599,Stravinsky,44,2.25,2.5,0.25,viole,middle,,442.25,442.5,443.125,,,,
2600,Stravinsky,44,2.5,2.75,0.25,viole,middle,,442.5,442.75,443.75,,,,
2601,Stravinsky,44,2.75,3,0.25,viole,middle,,442.75,443,444.375,,,,
2602,Stravinsky,44,3,3.25,0.25,viole,middle,,443,443.25,445,,,,
2603,Stravinsky,44,3.25,3.5,0.25,viole,middle,,443.25,443.5,445.625,,,,
2604,Stravinsky,44,3.5,3.75,0.25,viole,middle,,443.5,443.75,446.25,,,,
2605,Stravinsky,44,3.75,4,0.25,viole,middle,,443.75,444,446.875,,,,
2606,Stravinsky,44,4,4.25,0.25,viole,middle,,444,444.25,447.5,,,,
2607,Stravinsky,44,4.25,4.5,0.25,viole,middle,,444.25,444.5,448.125,,,,
2608,Stravinsky,44,4.5,4.75,0.25,viole,middle,,444.5,444.75,448.75,,,,
2609,Stravinsky,44,4.75,5,0.25,viole,middle,,444.75,445,449.375,,,,
2610,Stravinsky,42,4,5,1,contrabass,bass,,424,425,427.5,,,,
2611,Stravinsky,43,1,2,1,contrabass,bass,,431,432,430,,,,
2612,Stravinsky,43,2,3,1,contrabass,bass,,432,433,432.5,,,,
2613,Stravinsky,43,3,4,1,contrabass,bass,,433,434,435,,,,
2614,Stravinsky,43,4,4.5,0.5,contrabass,bass,,434,434.5,437.5,,,,
2615,Stravinsky,43,4.5,5,0.5,contrabass,bass,,434.5,435,438.75,,,,
2616,Stravinsky,44,1,2.5,1.5,contrabass,bass,,441,442.5,440,,,,
2617,Stravinsky,44,2.5,3,0.5,contrabass,bass,,442.5,443,443.75,,,,
2618,Stravinsky,44,3,4,1,contrabass,bass,,443,444,445,,,,
2619,Bach,45,1,2.5,1.5,organ,soprano,,451,452.5,450,,,,
2620,Bach,45,2.5,3,0.5,organ,soprano,,452.5,453,453.75,,,,
2621,Bach,45,3,4,1,organ,soprano,,453,454,455,,,,
2622,Bach,45,1.5,2,0.5,organ,soprano,,451.5,452,451.25,,,,
2623,Bach,45,2,3,1,organ,soprano,,452,453,452.5,,,,
2624,Bach,45,3,4,1,organ,soprano,,453,454,455,,,,
2625,Bach,46,1.5,2,0.5,organ,soprano,,461.5,462,461.25,,,,
2626,Bach,46,2,2.5,0.5,organ,soprano,,462,462.5,462.5,,,,
2627,Bach,46,2.5,3.5,1,organ,soprano,,462.5,463.5,463.75,,,,
2628,Bach,46,3.5,4.5,1,organ,soprano,,463.5,464.5,466.25,,,,
2629,Bach,46,4,5,1,organ,soprano,,464,465,467.5,,,,
2630,Bach,46,4.5,5,0.5,organ,soprano,,464.5,465,468.75,,,,
2631,Bach,47,1,2,1,organ,soprano,,471,472,470,,,,
2632,Bach,47,2,3,1,organ,soprano,,472,473,472.5,,,,
2633,Bach,47,3,5.5,2.5,organ,soprano,,473,475.5,475,,,,
2634,Bach,47,1,1.5,0.5,organ,soprano,,471,471.5,470,,,,
2635,Bach,47,1.5,2.5,1,organ,soprano,,471.5,472.5,471.25,,,,
2636,Bach,47,2.5,3,0.5,organ,soprano,,472.5,473,473.75,,,,
2637,Bach,47,3,3.5,0.5,organ,soprano,,473,473.5,475,,,,
2638,Bach,47,3.5,4,0.5,organ,soprano,,473.5,474,476.25,,,,
2639,Bach,47,4,4.5,0.5,organ,soprano,,474,474.5,477.5,,,,
2640,Bach,47,4.5,5,0.5,organ,soprano,,474.5,475,478.75,,,,
2641,Bach,45,1,1.25,0.25,organ,middle,,451,451.25,450,,,,
2642,Bach,45,1.25,1.5,0.25,organ,middle,,451.25,451.5,450.625,,,,
2643,Bach,45,1.5,1.75,0.25,organ,middle,,451.5,451.75,451.25,,,,
2644,Bach,45,1.75,2,0.25,organ,middle,,451.75,452,451.875,,,,
2645,Bach,45,2,2.25,0.25,organ,middle,,452,452.25,452.5,,,,
2646,Bach,45,2.25,2.5,0.25,organ,middle,,452.25,452.5,453.125,,,,
2647,Bach,45,2.5,2.75,0.25,organ,middle,,452.5,452.75,453.75,,,,
2648,Bach,45,2.75,3,0.25,organ,middle,,452.75,453,454.375,,,,
2649,Bach,45,3,3.25,0.25,organ,middle,,453,453.25,455,,,,
2650,Bach,45,3.25,3.5,0.25,organ,middle,,453.25,453.5,455.625,,,,
2651,Bach,45,3.5,3.75,0.25,organ,middle,,453.5,453.75,456.25,,,,
2652,Bach,45,3.75,4,0.25,organ,middle,,453.75,454,456.875,,,,
2653,Bach,45,4,4.25,0.25,organ,middle,,454,454.25,457.5,,,,
2654,Bach,45,4.25,4.5,0.25,organ,middle,,454.25,454.5,458.125,,,,
2655,Bach,45,4.5,4.75,0.25,organ,middle,,454.5,454.75,458.75,,,,
2656,Bach,45,4.75,5,0.25,organ,middle,,454.75,455,459.375,,,,
2657,Bach,46,1,1.25,0.25,organ,middle,,461,461.25,460,,,,
2658,Bach,46,1.25,1.5,0.25,organ,middle,,461.25,461.5,460.625,,,,
2659,Bach,46,1.5,1.75,0.25,organ,middle,,461.5,461.75,461.25,,,,
2660,Bach,46,1.75,2,0.25,organ,middle,,461.75,462,461.875,,,,
2661,Bach,46,2,2.25,0.25,organ,middle,,462,462.25,462.5,,,,
2662,Bach,46,2.25,2.5,0.25,organ,middle,,462.25,462.5,463.125,,,,
2663,Bach,46,2.5,2.75,0.25,organ,middle,,462.5,462.75,463.75,,,,
2664,Bach,46,2.75,3,0.25,organ,middle,,462.75,463,464.375,,,,
2665,Bach,46,3,3.25,0.25,organ,middle,,463,463.25,465,,,,
2666,Bach,46,3.25,3.5,0.25,organ,middle,,463.25,463.5,465.625,,,,
2667,Bach,46,3.5,3.75,0.25,organ,middle,,463.5,463.75,466.25,,,,
2668,Bach,46,3.75,4,0.25,organ,middle,,463.75,464,466.875,,,,
2669,Bach,46,4,4.25,0.25,organ,middle,,464,464.25,467.5,,,,
2670,Bach,46,4.25,4.5,0.25,organ,middle,,464.25,464.5,468.125,,,,
2671,Bach,46,4.5,4.75,0.25,organ,middle,,464.5,464.75,468.75,,,,
2672,Bach,46,4.75,5,0.25,organ,middle,,464.75,465,469.375,,,,
2673,Bach,47,1,1.25,0.25,organ,middle,,471,471.25,470,,,,
2674,Bach,47,1.25,1.5,0.25,organ,middle,,471.25,471.5,470.625,,,,
2675,Bach,47,1.5,1.75,0.25,organ,middle,,471.5,471.75,471.25,,,,
2676,Bach,47,1.75,2,0.25,organ,middle,,471.75,472,471.875,,,,
2677,Bach,47,2,2.25,0.25,organ,middle,,472,472.25,472.5,,,,
2678,Bach,47,2.25,2.5,0.25,organ,middle,,472.25,472.5,473.125,,,,
2679,Bach,47,2.5,2.75,0.25,organ,middle,,472.5,472.75,473.75,,,,
2680,Bach,47,2.75,3,0.25,organ,middle,,472.75,473,474.375,,,,
2681,Bach,47,3,3.25,0.25,organ,middle,,473,473.25,475,,,,
2682,Bach,47,3.25,3.5,0.25,organ,middle,,473.25,473.5,475.625,,,,
2683,Bach,47,3.5,3.75,0.25,organ,middle,,473.5,473.75,476.25,,,,
2684,Bach,47,3.75,4,0.25,organ,middle,,473.75,474,476.875,,,,
2685,Bach,47,4,4.25,0.25,organ,middle,,474,474.25,477.5,,,,
2686,Bach,47,4.25,4.5,0.25,organ,middle,,474.25,474.5,478.125,,,,
2687,Bach,47,4.5,4.75,0.25,organ,middle,,474.5,474.75,478.75,,,,
2688,Bach,47,4.75,5,0.25,organ,middle,,474.75,475,479.375,,,,
2689,Bach,45,4,5,1,organ,bass,,454,455,457.5,,,,
2690,Bach,46,1,2,1,organ,bass,,461,462,460,,,,
2691,Bach,46,2,3,1,organ,bass,,462,463,462.5,,,,
2692,Bach,46,3,5.5,2.5,organ,bass,,463,465.5,465,,,,
2693,Bach,47,1.5,2,0.5,organ,bass,,471.5,472,471.25,,,,
2694,Bach,47,2,3,1,organ,bass,,472,473,472.5,,,,
2695,Bach,47,3,3.5,0.5,organ,bass,,473,473.5,475,,,,
2696,Bach,47,3.5,4,0.5,organ,bass,,473.5,474,476.25,,,,
2697,Bach,47,4,5,1,organ,bass,,474,475,477.5,,,,
2698,Stravinsky,45,1,2.5,1.5,oboe,soprano,,451,452.5,450,,,,
2699,Stravinsky,45,2.5,3,0.5,oboe,soprano,,452.5,453,453.75,,,,
2700,Stravinsky,45,3,4,1,oboe,soprano,,453,454,455,,,,
2701,Stravinsky,46,4,5,1,oboe,soprano,,464,465,467.5,,,,
2702,Stravinsky,47,1,2,1,oboe,soprano,,471,472,470,,,,
2703,Stravinsky,47,2,3,1,oboe,soprano,,472,473,472.5,,,,
2704,Stravinsky,47,3,5,2,oboe,soprano,,473,475,475,,,,
2705,Stravinsky,45,1,2.5,1.5,corno,soprano,,451,452.5,450,,,,
2706,Stravinsky,45,2.5,3,0.5,corno,soprano,,452.5,453,453.75,,,,
2707,Stravinsky,45,3,4,1,corno,soprano,,453,454,455,,,,
2708,Stravinsky,46,4,5,1,corno,soprano,,464,465,467.5,,,,
2709,Stravinsky,47,1,2,1,corno,soprano,,471,472,470,,,,
2710,Stravinsky,47,2,3,1,corno,soprano,,472,473,472.5,,,,
2711,Stravinsky,47,3,5,2,corno,soprano,,473,475,475,,,,
2712,Stravinsky,45,1,2.5,1.5,chorus,soprano,,451,452.5,450,,,,
2713,Stravinsky,45,2.5,3,0.5,chorus,soprano,,452.5,453,453.75,,,,
2714,Stravinsky,45,3,4,1,chorus,soprano,,453,454,455,,,,
2715,Stravinsky,46,4,5,1,chorus,soprano,,464,465,467.5,,,,
2716,Stravinsky,47,1,2,1,chorus,soprano,,471,472,470,,,,
2717,Stravinsky,47,2,3,1,chorus,soprano,,472,473,472.5,,,,
2718,Stravinsky,47,3,5,2,chorus,soprano,,473,475,475,,,,
2719,Stravinsky,45,1,2.5,1.5,chorus,soprano,,451,452.5,450,,,,
2720,Stravinsky,45,2.5,3,0.5,chorus,soprano,,452.5,453,453.75,,,,
2721,Stravinsky,45,3,4,1,chorus,soprano,,453,454,455,,,,
2722,Stravinsky,46,4,5,1,chorus,soprano,,464,465,467.5,,,,
2723,Stravinsky,47,1,2,1,chorus,soprano,,471,472,470,,,,
2724,Stravinsky,47,2,3,1,chorus,soprano,,472,473,472.5,,,,
2725,Stravinsky,47,3,3,2,chorus,soprano,,473,473,475,,,,
2726,Stravinsky,45,2.5,3,0.5,oboe_b,soprano,,452.5,453,453.75,,,,
2727,Stravinsky,46,4,3,0.5,oboe_b,soprano,,464,463,467.5,,,,
2728,Stravinsky,47,1,3,0.5,oboe_b,soprano,,471,473,470,,,,
2729,Stravinsky,47,2,3,0.5,oboe_b,soprano,,472,473,472.5,,,,
2730,Stravinsky,47,3,3,0.5,oboe_b,soprano,,473,473,475,,,,
2731,Stravinsky,45,4.25,4.5,0.25,fagotti,middle,,#REF!,#REF!,#REF!,,,,
2732,Stravinsky,45,4.5,4.75,0.25,fagotti,middle,,454.25,454.5,458.125,,,,
2733,Stravinsky,45,4.75,5,0.25,fagotti,middle,,454.5,454.75,458.75,,,,
2734,Stravinsky,46,1,1.25,0.25,fagotti,middle,,454.75,455,459.375,,,,
2735,Stravinsky,46,1.25,1.5,0.25,fagotti,middle,,461,461.25,460,,,,
2736,Stravinsky,46,1.5,1.75,0.25,fagotti,middle,,461.25,461.5,460.625,,,,
2737,Stravinsky,46,1.75,2,0.25,fagotti,middle,,461.5,461.75,461.25,,,,
2738,Stravinsky,46,2,2.25,0.25,fagotti,middle,,461.75,462,461.875,,,,
2739,Stravinsky,46,2.25,2.5,0.25,fagotti,middle,,462,462.25,462.5,,,,
2740,Stravinsky,46,2.5,2.75,0.25,fagotti,middle,,462.25,462.5,463.125,,,,
2741,Stravinsky,46,2.75,3,0.25,fagotti,middle,,462.5,462.75,463.75,,,,
2742,Stravinsky,46,3,3.25,0.25,fagotti,middle,,462.75,463,464.375,,,,
2743,Stravinsky,46,3.25,3.5,0.25,fagotti,middle,,463,463.25,465,,,,
2744,Stravinsky,46,3.5,3.75,0.25,fagotti,middle,,463.25,463.5,465.625,,,,
2745,Stravinsky,46,3.75,4,0.25,fagotti,middle,,463.5,463.75,466.25,,,,
2746,Stravinsky,46,4,4.25,0.25,fagotti,middle,,463.75,464,466.875,,,,
2747,Stravinsky,46,4.25,4.5,0.25,fagotti,middle,,464,464.25,467.5,,,,
2748,Stravinsky,46,4.5,4.75,0.25,fagotti,middle,,464.25,464.5,468.125,,,,
2749,Stravinsky,46,4.75,5,0.25,fagotti,middle,,464.5,464.75,468.75,,,,
2750,Stravinsky,47,1,1.25,0.25,fagotti,middle,,464.75,465,469.375,,,,
2751,Stravinsky,47,1.25,1.5,0.25,fagotti,middle,,471,471.25,470,,,,
2752,Stravinsky,47,1.5,1.75,0.25,fagotti,middle,,471.25,471.5,470.625,,,,
2753,Stravinsky,47,1.75,2,0.25,fagotti,middle,,471.5,471.75,471.25,,,,
2754,Stravinsky,47,2,2.25,0.25,fagotti,middle,,471.75,472,471.875,,,,
2755,Stravinsky,47,2.25,2.5,0.25,fagotti,middle,,472,472.25,472.5,,,,
2756,Stravinsky,47,2.5,2.75,0.25,fagotti,middle,,472.25,472.5,473.125,,,,
2757,Stravinsky,47,2.75,3,0.25,fagotti,middle,,472.5,472.75,473.75,,,,
2758,Stravinsky,47,3,3.25,0.25,fagotti,middle,,472.75,473,474.375,,,,
2759,Stravinsky,47,3.25,3.5,0.25,fagotti,middle,,473,473.25,475,,,,
2760,Stravinsky,47,3.5,3.75,0.25,fagotti,middle,,473.25,473.5,475.625,,,,
2761,Stravinsky,47,3.75,4,0.25,fagotti,middle,,473.5,473.75,476.25,,,,
2762,Stravinsky,47,4,4.25,0.25,fagotti,middle,,473.75,474,476.875,,,,
2763,Stravinsky,47,4.25,4.5,0.25,fagotti,middle,,474,474.25,477.5,,,,
2764,Stravinsky,47,4.5,4.75,0.25,fagotti,middle,,474.25,474.5,478.125,,,,
2765,Stravinsky,47,4.75,5,0.25,fagotti,middle,,474.5,474.75,478.75,,,,
2766,Stravinsky,45,4.25,4.5,0.25,fagotti_b,decoration,,474.75,475,479.375,,,,
2767,Stravinsky,45,4.5,4.75,0.25,fagotti_b,decoration,,454.25,454.5,458.125,,,,
2768,Stravinsky,45,4.75,5,0.25,fagotti_b,decoration,,454.5,454.75,458.75,,,,
2769,Stravinsky,46,1,1.25,0.25,fagotti_b,decoration,,454.75,455,459.375,,,,
2770,Stravinsky,46,1.25,1.5,0.25,fagotti_b,decoration,,461,461.25,460,,,,
2771,Stravinsky,46,1.5,1.75,0.25,fagotti_b,decoration,,461.25,461.5,460.625,,,,
2772,Stravinsky,46,1.75,2,0.25,fagotti_b,decoration,,461.5,461.75,461.25,,,,
2773,Stravinsky,46,2,2.25,0.25,fagotti_b,decoration,,461.75,462,461.875,,,,
2774,Stravinsky,46,2.25,2.5,0.25,fagotti_b,decoration,,462,462.25,462.5,,,,
2775,Stravinsky,46,2.5,2.75,0.25,fagotti_b,decoration,,462.25,462.5,463.125,,,,
